week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
0000-00,0.0,0.0,0.0,0.0,18.0
2022-04,1.1078916377065684,1.0,-0.6007708449739405,1.0,1.0
2022-05,-0.0076617331695619795,0.2938580057232112,-0.5010862439227651,0.15518631519748532,3.0
2022-08,-0.12252727964025117,1.0,-0.6007708449739405,1.0,1.0
2022-10,0.8610778708464356,0.10046521642937789,-0.6626698411417062,0.08753839987773453,2.0
2022-13,-0.398306651078561,1.0,-0.4201008058596034,1.0,1.0
2022-16,-1.0638491248200324,1.0,-0.5,1.0,1.0
2022-17,0.24302387063836284,1.3788671141410798,-0.4111432394306458,0.12566243590571965,2.0
2022-18,-0.4125133714956501,1.0,-0.9664093980354341,1.0,1.0
2022-21,0.5083283419580977,0.21738154845602448,0.37172614248879843,1.59562019136335,2.0
2022-24,-0.4601212848058984,1.1790630842546541,-0.7565477150224031,1.0,3.0
2022-25,0.09436649782277902,0.4934612800485072,-0.6917875873999787,0.11216783134668382,3.0
2022-26,0.05302775201145967,0.5166159260609542,-0.5303443091904558,0.17844292063577893,4.0
2022-27,-0.6214171361725509,1.14287383029199,0.03902330310216135,1.010716940825605,12.0
2022-28,-0.08105165569450509,1.2537783008750172,-0.5316395513447588,0.28751746279144874,7.0
2022-29,-0.40172343267966293,0.6613912449547277,-0.5873214808341458,0.18387857446577263,5.0
2022-30,-0.17288527983854748,0.6266900018626448,0.5632762111569461,1.8794507005837295,6.0
2022-31,-0.3364399277322597,0.41881315385995593,-0.45884547722652447,0.36807643082340946,4.0
2022-32,-0.15273184747196597,0.7137217211188118,-0.38708058925494476,0.5740022221421978,6.0
2022-34,0.23189887861638284,0.8238055469242896,0.007678517943411389,1.0246637634140696,5.0
2022-35,0.36926809228410734,1.1567485822946406,-0.16473162722126822,0.6383331770737198,4.0
2022-36,-0.6090159692755128,0.9850618057019059,-0.3776785968729617,0.5571365033897131,7.0
2022-37,-0.4937930161317194,1.8272623349597013,-0.4022800966259043,0.1385530102495536,3.0
2022-38,-0.29323189513647385,0.9094476433849603,-0.5151751731876568,0.19026935970168346,12.0
2022-39,0.040479330599454896,0.9752482393098628,-0.04720031941530545,0.9548247339071492,67.0
2022-40,0.09341308500928255,0.8836370250611808,0.07601840773917437,1.0743905461441832,75.0
2022-41,0.1755780503033705,1.0363994636167582,-0.023219740599877706,1.0995388454684245,161.0
2022-42,0.0571314866676151,0.972212918072678,0.0006973267544393828,0.9444667343095938,194.0
2022-43,0.026022813216138533,0.8725088016552494,0.10184612611738877,1.1204851652592065,184.0
2022-44,0.10008698339534809,0.9313739474156629,0.07495062962412759,1.0728908586107841,210.0
2022-45,0.01622431043860603,0.950879214873932,0.12972652005604102,1.086749989892514,195.0
2022-46,0.047949717820000515,0.9025969956735352,-0.09545401369035023,0.8847940729203714,280.0
2022-47,0.014867672602595644,0.9831720010395419,-0.030546803911029995,0.9519381505070792,353.0
2022-48,-0.012342690498188062,0.9723379804814408,-0.07253264109867141,0.8727973451672006,276.0
2022-49,0.09388567553405534,0.9192180503725341,0.03864246986227643,1.082254678744741,222.0
2022-50,0.016029565113710797,0.983924739247446,-0.02069857509874853,0.9550563916783993,362.0
2022-51,-0.022500669279362277,0.9807483928743671,-0.05653417753113293,0.8882145574061201,329.0
2022-52,-0.004521442562404803,0.8153454009084783,0.09690560178580608,1.0845019154313138,147.0
2023-00,0.3265482281052394,0.8709466927500696,-0.20501944576231376,0.7934690745223042,24.0
2023-01,-0.030307832708681204,0.9588094719131842,0.16499960415467962,1.0915172429916415,188.0
