topic,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
Energie,0.008326105574241332,0.9524353896380773,-0.030309747805228562,0.9819937199604993,6192.0
Gesundheit,-0.09546254075771675,1.1093156321188666,0.017051679045646057,1.0225340569343468,6239.0
Politik,0.09789941523433235,0.9367745943249695,0.13068662980331958,1.08153983842702,1915.0
Winter,0.03411305592364358,0.9562704785234797,-0.01607242333560403,0.9711547108132157,10511.0
