index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.dw.com/de/energiepreise-wie-deutschlands-nachbarn-gegensteuern/g-60581144,https://www.dw.com/de/energiepreise-wie-deutschlands-nachbarn-gegensteuern/g-60581144,0,www.dw.com,Energiepreise: Wie Deutschlands Nachbarn gegensteuern | Alle multimedialen Inhalte der Deutschen Welle | DW | 29.01.2022,"Während Deutschland plant, Wohngeld-Bezieher mit einem Heizkostenzuschuss von einmalig 135 Euro zu unterstützen, geben einige unserer Nachbarländer Milliarden aus, um die Folgen der Energiepreisexplosion abzufedern.",https://static.dw.com/image/59597695_6.jpg,2022-01-28T10:05:47Z,https://web.archive.org/web/20220128100547/https://www.dw.com/de/energiepreise-wie-deutschlands-nachbarn-gegensteuern/g-60581144,,,de,'Heizkosten'
