,summary,Winter,Energie,Politik,Gesundheit,word
normal,3.83798243456851,0.8715559862838076,-0.8965841249876487,-0.615391625308136,0.24363206464272516,normal
winter normal,3.83798243456851,0.8715559862838076,-0.8965841249876487,-0.615391625308136,0.24363206464272516,winter normal
geheizt,8.488502280608927,0.15692783091979498,-0.9228773480065952,0.6987333142295267,0.8818600546253597,geheizt
normal heiz,2.832992247059382,0.6046474416883649,-0.5929707883181293,-0.3117782886386167,0.5365020343882269,normal heiz
Ältere,2.5327671645196825,-0.3119510117022946,0.18373526335826332,-0.1997572504054056,-0.13586212408284876,Ältere
spar alt,2.5327671645196825,-0.3119510117022946,0.18373526335826332,-0.1997572504054056,-0.13586212408284876,spar alt
Braunkohlekraftwerke,2.410510712952942,-0.2624772048851155,0.1524424411977131,-0.15028344358822646,-0.08638831726566962,Braunkohlekraftwerke
alt braunkohlekraftwerk,2.410510712952942,-0.2624772048851155,0.1524424411977131,-0.15028344358822646,-0.08638831726566962,alt braunkohlekraftwerk
braunkohlekraftwerk dürf,2.237676245904965,-0.18807650292909955,0.10023880580353205,-0.07588274163221054,-0.01198761530965356,braunkohlekraftwerk dürf
dürf strom,2.178706585973407,-0.16136995728175574,0.07980144162849143,-0.049176195984866805,0.014718930337690284,dürf strom
erzeugen,2.88848688923665,-0.44337136302152275,-0.21805179658166157,0.323270264308522,0.9405522240947015,erzeugen
strom erzeug,2.1594948115982584,-0.15251287656654633,0.07280668987331473,-0.040319115269657195,0.02357601105289968,strom erzeug
erzeug fünf,2.135183301338039,-0.1411910641676875,0.06370177831586665,-0.02899730287079851,0.034897823451758486,erzeug fünf
Braunkohle-Kraftwerksblöcke,2.4635619277167478,-0.2842468065337398,0.1665240270036688,-0.17205304523685086,-0.10815791891429388,Braunkohle-Kraftwerksblöcke
fünf braunkohle-kraftwerksblock,2.4635619277167478,-0.2842468065337398,0.1665240270036688,-0.17205304523685086,-0.10815791891429388,fünf braunkohle-kraftwerksblock
braunkohle-kraftwerksblock vergangen,2.3378947403470733,-0.23188940654385248,0.13177587870766141,-0.11969564524696329,-0.05580051892440632,braunkohle-kraftwerksblock vergangen
Monaten,13.141386397223897,0.02273462504746028,0.2510146658183082,-0.8230166938502794,-1.7823161952982602,Monaten
vergangen monat,4.034284486956478,-0.28863066844479535,0.2874535104831942,-0.6652737637929367,-0.6013786374703798,vergangen monat
Sicherheitsbereitschaft,2.282174333846456,-0.20776720946675695,0.11470691186067908,-0.09557344816986788,-0.031678321847310884,Sicherheitsbereitschaft
monat sicherheitsbereitschaft,2.282174333846456,-0.20776720946675695,0.11470691186067908,-0.09557344816986788,-0.031678321847310884,monat sicherheitsbereitschaft
geholt,2.695313169779325,-0.37415296735436127,0.21971315633991764,-0.2619592060574722,-0.1980640797349152,geholt
sicherheitsbereitschaft hol,2.245640964277237,-0.1916295536626848,0.1028862069162794,-0.07943579236579579,-0.015540666043238763,sicherheitsbereitschaft hol
hol werd,2.23638762269897,-0.18750046142434124,0.0998080441344484,-0.07530670012745216,-0.01141157380489515,hol werd
Betreiber,9.044563159188465,-0.25029693879198045,0.2931527935490472,-1.4726086257428563,-0.11661517476439474,Betreiber
samstag betreiber,2.20211227261515,-0.1720555894009075,0.08809457863645792,-0.059861828104018404,0.0040332982185384645,samstag betreiber
Anlagen,2.458388079661877,-0.2821444487475878,0.16518600007189796,-0.1699506874506988,-0.1060555611281418,Anlagen
betreiber anlage,2.1885231666006626,-0.16586552894448153,0.08330965545353847,-0.05367176764759246,0.010223358674964484,betreiber anlage
Markt,3.28345174992265,0.5385745401687267,-0.20824372745671216,-0.4593400362797397,-0.39544490995718296,Markt
anlage markt,2.1695537215248746,-0.15716005386314857,0.07649055460708304,-0.044966292566259586,0.01892883375629746,anlage markt
markt bring,2.1648148499203104,-0.15497340387495795,0.07476099743149212,-0.04277964257806881,0.021115483744488087,markt bring
Wann,3.113681936521251,0.6345797919895382,-0.33886890874549963,-0.4062507327976457,-0.34235560647508867,Wann
wann genau,2.103203289222078,-0.12610012409024646,0.051271284338238216,-0.01390636279335743,0.049988763529199495,wann genau
tun,4.958173955081203,-0.2267456580534073,0.30288924190407035,-0.8714823231818594,-0.8075871968593024,tun
genau tu,1.9592111240002137,-0.05518047021230909,-0.012069927198194474,0.05701329108458003,0.12090841740713694,genau tu
tu bekannt,1.9527230780863352,-0.05186341449120922,-0.015248403623063473,0.06033034680567981,0.1242254731282367,tu bekannt
sie…,1.9104015788198536,-0.029952036394795524,-0.03677518849277364,0.08224172490209372,0.14613685122465056,sie…
genau sie…,1.9104015788198536,-0.029952036394795524,-0.03677518849277364,0.08224172490209372,0.14613685122465056,genau sie…
+2470,1.9095643262331086,-0.029513680335625122,-0.03721549942320202,0.0826800809612639,0.14657520728382084,+2470
sie… +2470,1.9095643262331086,-0.029513680335625122,-0.03721549942320202,0.0826800809612639,0.14657520728382084,sie… +2470
+2470 chars,1.9087416992982429,-0.029082794522862724,-0.03764868409244192,0.08311096677402618,0.14700609309658327,+2470 chars
stoppt,2.6826573425126967,-0.3694464147245288,0.21711206473465988,-0.2572526534276399,-0.1933575271050829,stoppt
russland stopp,2.6826573425126967,-0.3694464147245288,0.21711206473465988,-0.2572526534276399,-0.1933575271050829,russland stopp
Gaslieferung,3.2443710151371916,-0.5595600651059863,0.30881002213772735,-0.44736630380909714,-0.38347117748654025,Gaslieferung
stopp gaslieferung,3.2443710151371916,-0.5595600651059863,0.30881002213772735,-0.44736630380909714,-0.38347117748654025,stopp gaslieferung
Österreich,6.09261477445472,-0.719521382581748,0.4315936121224292,-1.077522149434354,-1.013627023111797,Österreich
gaslieferung österreich,2.410510712952942,-0.2624772048851155,0.1524424411977131,-0.15028344358822646,-0.08638831726566962,gaslieferung österreich
Italien,7.321909403297893,0.6237202460484566,-0.10767082957960314,-1.2613159458514318,-1.1974208195288747,Italien
österreich italien,2.265947907301593,-0.20063173925213185,0.10952096265883773,-0.08843797795524287,-0.02454285163268586,österreich italien
italien russland,2.4551573729237037,-0.2808294279606979,0.16434672236733575,-0.16863566666380872,-0.10474054034125187,italien russland
liefere,2.583218950414485,-0.33167484220278315,0.19552913464365876,-0.2194810809058942,-0.1555859545833372,liefere
russland liefer,3.2715530485701465,-0.5679033763070868,0.31228077867607545,-0.45570961501019774,-0.3918144886876406,russland liefer
Auskunft,4.573674697222909,-0.9029555388387556,0.02105972878976301,0.819418428415668,-0.7268666512193096,Auskunft
liefer auskunft,2.6204675667024744,-0.3459913281690881,0.20386090890403716,-0.2337975668721992,-0.16990244054964226,liefer auskunft
italienischen,2.9994666332718745,-0.4810730496972259,0.27404603230387486,-0.36887928840033685,-0.30498416207777984,italienischen
auskunft italienisch,2.7487663702430543,-0.39379078413662477,0.23036406428802328,-0.2815970228397356,-0.21770189651717878,auskunft italienisch
Versorgers,2.9874997416156712,-0.47707539651396014,0.27216707992622385,-0.3648816352170711,-0.30098650889451417,Versorgers
italienisch versorger,2.9874997416156712,-0.47707539651396014,0.27216707992622385,-0.3648816352170711,-0.30098650889451417,italienisch versorger
Eni,3.3955859450278587,-0.6051149024460112,0.3272735434405631,-0.4929211411491223,-0.42902601482656527,Eni
versorger eni,3.3955859450278587,-0.6051149024460112,0.3272735434405631,-0.4929211411491223,-0.42902601482656527,versorger eni
eni gas,4.587154511489584,-0.9058984654425403,0.4243624817022231,-0.7937047041456513,-0.7298095778230943,eni gas
mehr österreich,3.071073933000165,-0.5046658814823088,0.28491377462596584,-0.3924721201854196,-0.32857699386286277,mehr österreich
Grund,11.554642466051593,0.2875281172091272,0.10864760238279386,-1.0806215812617672,-0.7899143840010991,Grund
grund dafür,3.2706820369914866,-0.5676371029089543,0.3121706428048151,-0.45544334161206546,-0.39154821528950834,grund dafür
österreichische,3.66650099034309,-0.6818763644023412,0.35586298336712663,-0.5696826031054522,-0.5057874767828952,österreichische
dafür österreichisch,3.0971164148140793,-0.5131100555722187,0.288713636030458,-0.4009162942753296,-0.33702116795277254,dafür österreichisch
Gasnetzbetreiber,4.587154511489584,-0.9058984654425403,0.4243624817022231,-0.7937047041456513,-0.7298095778230943,Gasnetzbetreiber
österreichisch gasnetzbetreiber,4.587154511489584,-0.9058984654425403,0.4243624817022231,-0.7937047041456513,-0.7298095778230943,österreichisch gasnetzbetreiber
geweigert,3.066877622319048,-0.5032985486524284,0.2842940852475558,-0.39110478735553933,-0.32720966103298244,geweigert
gasnetzbetreiber weiger,3.066877622319048,-0.5032985486524284,0.2842940852475558,-0.39110478735553933,-0.32720966103298244,gasnetzbetreiber weiger
Transportnominierungen,2.248388516632587,-0.19285231052680937,0.1037935037849482,-0.08065854922992027,-0.016763422907363244,Transportnominierungen
weiger transportnominierung,2.248388516632587,-0.19285231052680937,0.1037935037849482,-0.08065854922992027,-0.016763422907363244,weiger transportnominierung
bestätigen,2.1481035347076136,-0.1472239417454725,0.06857651035931896,-0.03503018044858346,0.02886494587397349,bestätigen
transportnominierung bestätig,2.1481035347076136,-0.1472239417454725,0.06857651035931896,-0.03503018044858346,0.02886494587397349,transportnominierung bestätig
teilt,2.967570714880091,-0.017434493015973926,0.12684657814780836,-0.3581884814483612,-0.2942933551258043,teilt
bestätig teil,2.1191428505405527,-0.1336502568883118,0.057533134191517094,-0.021456495591422854,0.042438630731134144,bestätig teil
teil gazprom,2.1069608349854643,-0.12788511234733926,0.05275951956753859,-0.01569135105045017,0.04820377527210683,teil gazprom
Transportnominieru…,2.248388516632587,-0.19285231052680937,0.1037935037849482,-0.08065854922992027,-0.016763422907363244,Transportnominieru…
weiger transportnominieru…,2.248388516632587,-0.19285231052680937,0.1037935037849482,-0.08065854922992027,-0.016763422907363244,weiger transportnominieru…
+1567,2.3061254596628675,-0.21820739186320137,0.12218083646843177,-0.10601363056631237,-0.04211850424375533,+1567
transportnominieru… +1567,2.1625081303685403,-0.15390728526963818,0.07391527725226535,-0.04171352397274911,0.0221816023498077,transportnominieru… +1567
+1567 chars,2.2883573495998073,-0.21047281133252202,0.11665667886578944,-0.09827905003563292,-0.0343839237130759,+1567 chars
liefert,2.510876482863526,-0.303270454293617,0.17842530579830937,-0.1910766929967279,-0.12718156667417088,liefert
liefer gas,3.2443710151371916,-0.5595600651059863,0.30881002213772735,-0.44736630380909714,-0.38347117748654025,liefer gas
mehr italien,2.4907963538962146,-0.2952410459314987,0.1734469095837729,-0.18304728463460976,-0.11915215831205288,mehr italien
Mitten,2.3736810710735985,-0.24708051047855564,0.1421721093248498,-0.1348867491816667,-0.07099162285910968,Mitten
italien mitte,2.3736810710735985,-0.24708051047855564,0.1421721093248498,-0.1348867491816667,-0.07099162285910968,italien mitte
Energiepreiskrise,2.8654920653491174,-0.43537865172223367,0.2518916636525496,-0.32318489042534443,-0.25928976410278753,Energiepreiskrise
mitte energiepreiskrise,2.2598797127851147,-0.19795015318117204,0.10755542350227824,-0.08575639188428302,-0.021861265561726052,mitte energiepreiskrise
kappt,2.333290476809625,-0.22991805888175046,0.13040711297611607,-0.11772429758486133,-0.05382917126230449,kappt
energiepreiskrise kapp,2.333290476809625,-0.22991805888175046,0.13040711297611607,-0.11772429758486133,-0.05382917126230449,energiepreiskrise kapp
kapp russland,2.3736810710735985,-0.24708051047855564,0.1421721093248498,-0.1348867491816667,-0.07099162285910968,kapp russland
russland gaslieferung,4.587154511489584,-0.9058984654425403,0.4243624817022231,-0.7937047041456513,-0.7298095778230943,russland gaslieferung
Rom,2.3974852662604675,-0.25705894804172685,0.148858211493899,-0.1448651867448378,-0.08097006042228085,Rom
gaslieferung rom,2.3974852662604675,-0.25705894804172685,0.148858211493899,-0.1448651867448378,-0.08097006042228085,gaslieferung rom
Wahlsiegerin,2.3426151964994983,-0.23390647640016138,0.1331716698979366,-0.12171271510327245,-0.05781758878071534,Wahlsiegerin
Giorgia,2.4899486153033945,-0.2949006395841557,0.17323441517160695,-0.1827068782872668,-0.11881175196470986,Giorgia
wahlsieger giorgia,2.248388516632587,-0.19285231052680937,0.1037935037849482,-0.08065854922992027,-0.016763422907363244,wahlsieger giorgia
Meloni,2.445918966444249,-0.27705947345212345,0.1619305917860955,-0.16486571215523435,-0.10097058583267739,Meloni
giorgia meloni,2.445918966444249,-0.27705947345212345,0.1619305917860955,-0.16486571215523435,-0.10097058583267739,giorgia meloni
verspricht,3.7560454996819987,0.45688391041379206,-0.0904112769482437,-0.5938114795869152,-0.529916353264358,verspricht
meloni versprech,2.1821953068433495,-0.16296995732759453,0.08105325543491583,-0.05077619603070565,0.013118930291851362,meloni versprech
nationalen,2.8756332349433777,0.5157068798383989,-0.23608174670405843,-0.32671771007700623,-0.26282258375444945,nationalen
versprech national,2.13275531540016,-0.14005328482368107,0.06277643984615605,-0.027859523526791923,0.036035602795764905,versprech national
Interessen,2.443041295315304,-0.2758822614040798,0.16117305754145198,-0.16368850010719074,-0.09979337378463371,Interessen
national interesse,2.135183301338039,-0.1411910641676875,0.06370177831586665,-0.02899730287079851,0.034897823451758486,national interesse
Landes,3.1466808889590356,-0.13331518545032647,0.18695072056418563,-0.41679301572331307,-0.35289788940075606,Landes
interesse land,2.1894513080376132,-0.1662895339066998,0.08363909089572527,-0.05409577260981073,0.00979935371274623,interesse land
Vordergrund,3.9377852312921866,-0.7532570069661902,0.37990852573502804,-0.6410632456693014,-0.5771681193467444,Vordergrund
land vordergrund,2.254030906740899,-0.19535869322087374,0.10564723772908434,-0.08316493192398451,-0.019269805601427704,land vordergrund
vordergrund stell,2.3736810710735985,-0.24708051047855564,0.1421721093248498,-0.1348867491816667,-0.07099162285910968,vordergrund stell
wenn gas,3.2443710151371916,-0.5595600651059863,0.30881002213772735,-0.44736630380909714,-0.38347117748654025,wenn gas
fehlt,4.391329323751267,-0.8622705542276708,0.4125350153686042,-0.7500767929307818,-0.6861816666082248,fehlt
russland fehl,2.439238732505627,-0.27432456149465395,0.1601684234625923,-0.1621308001977648,-0.0982356738752079,russland fehl
fehl verschärf,2.3524250006861105,-0.23808527702797924,0.1360482610522107,-0.12589151573108998,-0.061996389408533144,fehl verschärf
verschärf ohnehin,2.2137781167306447,-0.17733917673022934,0.09213754823997472,-0.06514541543334032,-0.0012502891107833095,verschärf ohnehin
besorgniserregende,2.1821953068433495,-0.16296995732759453,0.08105325543491583,-0.05077619603070565,0.013118930291851362,besorgniserregende
ohnehin besorgniserregend,2.1821953068433495,-0.16296995732759453,0.08105325543491583,-0.05077619603070565,0.013118930291851362,ohnehin besorgniserregend
besorgniserregend krise,2.1280417615790364,-0.13784076183382585,0.060971549770329196,-0.02564700053693669,0.03824812578562034,besorgniserregend krise
voraussichtlich,2.2716378431187167,0.15314947237150855,-0.052815852971965525,-0.09094589256551697,-0.027050766242960045,voraussichtlich
damit voraussichtlich,2.0726198419939577,-0.11145199694663438,0.03887180394380605,0.0007417643502544202,0.06463689067281146,damit voraussichtlich
künftige,2.052523322655738,-0.10170849107256288,0.030435407205481997,0.010485270224326146,0.07438039654688304,künftige
voraussichtlich künftig,2.052523322655738,-0.10170849107256288,0.030435407205481997,0.010485270224326146,0.07438039654688304,voraussichtlich künftig
Ministerpräsidentin,2.042842189016592,-0.09698063386676148,0.026286047006226713,0.015213127430127569,0.07910825375268449,Ministerpräsidentin
künftig ministerpräsidentin,2.042842189016592,-0.09698063386676148,0.026286047006226713,0.015213127430127569,0.07910825375268449,künftig ministerpräsidentin
