,summary,Winter,Energie,Politik,Gesundheit,word
To…,2.0096032963085633,0.3383186580637671,-0.24957464169876714,0.031617857980745616,0.09551298430330252,To…
einfach to…,2.0096032963085633,0.3383186580637671,-0.24957464169876714,0.031617857980745616,0.09551298430330252,einfach to…
+10096,2.007430974462995,0.33632241025719706,-0.2484930865459357,0.03269941313357706,0.09659453945613385,+10096
to… +10096,2.007430974462995,0.33632241025719706,-0.2484930865459357,0.03269941313357706,0.09659453945613385,to… +10096
+10096 chars,2.0044878140354987,0.3336045023556038,-0.24702587790556527,0.034166621773947595,0.09806174809650438,+10096 chars
streitet,2.5327671645196825,-0.3119510117022946,0.18373526335826332,-0.1997572504054056,-0.13586212408284876,streitet
eu-gipfel streit,2.5327671645196825,-0.3119510117022946,0.18373526335826332,-0.1997572504054056,-0.13586212408284876,eu-gipfel streit
streit gaspreisdeckel,3.2443710151371916,-0.5595600651059863,0.30881002213772735,-0.44736630380909714,-0.38347117748654025,streit gaspreisdeckel
Bemühte,2.4551573729237037,-0.2808294279606979,0.16434672236733575,-0.16863566666380872,-0.10474054034125187,Bemühte
gaspreisdeckel bemüht,2.4551573729237037,-0.2808294279606979,0.16434672236733575,-0.16863566666380872,-0.10474054034125187,gaspreisdeckel bemüht
Einigkeit,2.3524250006861105,-0.23808527702797924,0.1360482610522107,-0.12589151573108998,-0.061996389408533144,Einigkeit
bemüht einigkeit,2.3524250006861105,-0.23808527702797924,0.1360482610522107,-0.12589151573108998,-0.061996389408533144,bemüht einigkeit
einigkeit der,2.2722496373227528,-0.20340893615003583,0.1115469863479547,-0.09121517485314676,-0.027320048530589832,einigkeit der
der kanzler,2.4201047230768054,-0.2664493789757954,0.1550496800428475,-0.15425561767890647,-0.09036049135634955,der kanzler
kanzler beim,2.3402817653939176,-0.23290990042691584,0.1324826451398201,-0.12071613913002673,-0.0568210128074697,kanzler beim
beim eu-gipfel,3.3517329378783773,-0.5921160727199787,0.3221248770820854,-0.47992231142308955,-0.41602718510053266,beim eu-gipfel
eu-gipfel brüssel,2.2882416288980436,-0.21042224072219232,0.11662031877702778,-0.09822847942530327,-0.0343333531027462,eu-gipfel brüssel
brüssel wegen,2.270125242708049,-0.20247356871529096,0.11086570251898187,-0.09027980741840191,-0.026384681095844898,brüssel wegen
Kurses,2.2333620776034766,-0.18614667395951962,0.09879397731471737,-0.07395291266263049,-0.01005778634007349,Kurses
deutsch kurs,2.2333620776034766,-0.18614667395951962,0.09879397731471737,-0.07395291266263049,-0.01005778634007349,deutsch kurs
kurs energiekrise,2.212752431783985,-0.17687575059828475,0.09178444315709795,-0.06468198930139575,-0.0007868629788387814,kurs energiekrise
reichlich,2.1962866635191998,-0.1694066198158001,0.08605334789466831,-0.05721285851891097,0.006682267803645954,reichlich
energiekrise reichlich,2.1962866635191998,-0.1694066198158001,0.08605334789466831,-0.05721285851891097,0.006682267803645954,energiekrise reichlich
reichlich kritik,2.185001578830317,-0.16425511686890976,0.08205616245156405,-0.052061355572020615,0.011833770750536479,reichlich kritik
anhören,2.1777011527336994,-0.16090836905684003,0.07943963834182448,-0.04871460775995082,0.015180518562606039,anhören
kritik anhör,2.1777011527336994,-0.16090836905684003,0.07943963834182448,-0.04871460775995082,0.015180518562606039,kritik anhör
ende staats-,2.1476689251244174,-0.1470215988193781,0.06841387134599276,-0.034827837522489205,0.029067288800067783,ende staats-
regierungschef dennoch,2.1278961991932417,-0.13777235745989314,0.06091563247278726,-0.02557859616300412,0.038316530159552796,regierungschef dennoch
gemeinsames,1.9780953312870395,-0.06477299358124317,-0.0029930854578855185,0.04742076771564579,0.11131589403820275,gemeinsames
dennoch gemeinsam,1.9780953312870395,-0.06477299358124317,-0.0029930854578855185,0.04742076771564579,0.11131589403820275,dennoch gemeinsam
Vorgehen,2.8060051207107555,-0.41440037233815535,0.241202271790696,-0.3022066110412662,-0.23831148471870936,Vorgehen
gemeinsam vorgehen,1.9728522539908249,-0.06211890604360222,-0.00548757092552943,0.05007485525328693,0.11396998157584376,gemeinsam vorgehen
doch bleib,1.965678041397652,-0.058475810782237306,-0.008932604346888702,0.05371795051465178,0.11761307683720872,doch bleib
Spielraum,1.9612954428929332,-0.05624376091392188,-0.01105541668144047,0.055950000382967074,0.11984512670552412,Spielraum
bleib spielraum,1.9612954428929332,-0.05624376091392188,-0.01105541668144047,0.055950000382967074,0.11984512670552412,bleib spielraum
Interpretatio…,1.9565345083371215,-0.053813366048103384,-0.013377416409531355,0.05838039524878577,0.12227552157134276,Interpretatio…
spielraum interpretatio…,1.9565345083371215,-0.053813366048103384,-0.013377416409531355,0.05838039524878577,0.12227552157134276,spielraum interpretatio…
interpretatio… der,1.9518059320197851,-0.0513936287213795,-0.015700235307872283,0.06080013257550958,0.1246952588980665,interpretatio… der
gemeinsam…,1.9121217370817023,-0.030852048368983594,-0.03587237412646055,0.08134171292790558,0.14523683925046255,gemeinsam…
dennoch gemeinsam…,1.9121217370817023,-0.030852048368983594,-0.03587237412646055,0.08134171292790558,0.14523683925046255,dennoch gemeinsam…
+5090,1.9104015788198536,-0.029952036394795524,-0.03677518849277364,0.08224172490209372,0.14613685122465056,+5090
gemeinsam… +5090,1.9104015788198536,-0.029952036394795524,-0.03677518849277364,0.08224172490209372,0.14613685122465056,gemeinsam… +5090
+5090 chars,1.9095643262331086,-0.029513680335625122,-0.03721549942320202,0.0826800809612639,0.14657520728382084,+5090 chars
Kriegsfolgen,2.0304645585314662,-0.09090317918435224,0.020897694537582653,0.02129058211253666,0.08518570843509354,Kriegsfolgen
kriegsfolge energiekrise,2.0438689841062847,-0.09748313823655982,0.026728817769268717,0.01471062306032904,0.07860574938288623,kriegsfolge energiekrise
energiekrise treff,2.058367945325055,-0.10455197499190147,0.03291331029244126,0.007641786304987517,0.07153691262754452,energiekrise treff
BundeslÃ¤nder,2.3212240116269363,-0.2247332035142245,0.12678517985717394,-0.11253944221733543,-0.04864431589477836,BundeslÃ¤nder
treff bundeslã¤nder,2.0671959313451693,-0.10883163215299309,0.03661801213660405,0.0033621291438960667,0.06725725546645296,treff bundeslã¤nder
unterschiedlich,2.475878116391202,-0.2892336933422764,0.16967956043917853,-0.17703993204538726,-0.11314480572283028,unterschiedlich
bundeslã¤nder unterschiedlich,2.087598101359749,-0.11865273704682479,0.04500906617892526,-0.006458975749935668,0.0574361505726214,bundeslã¤nder unterschiedlich
unterschiedlich stark,2.5674769164154267,-0.32556223783964733,0.19191373965052635,-0.21336847654275826,-0.1494733502202012,unterschiedlich stark
stark die,2.1303753244266366,-0.13893673859422895,0.061866511225507674,-0.026742977297339935,0.03715214902521716,stark die
die wirtschaft,2.1401899062685987,-0.14353313208831037,0.06560055196927474,-0.03133937079142134,0.03255575553113568,die wirtschaft
Rheinland-Pfalz,3.007555396142339,0.5369098995426287,-0.2397429410118141,-0.3715723924774357,-0.3076772661548786,Rheinland-Pfalz
wirtschaft rheinland-pfalz,2.1821953068433495,-0.16296995732759453,0.08105325543491583,-0.05077619603070565,0.013118930291851362,wirtschaft rheinland-pfalz
Sachsen-Anhalt,2.2788003650141,-0.20628771454711145,0.11363687981640554,-0.09409395325022249,-0.030198826927665557,Sachsen-Anhalt
rheinland-pfalz sachsen-anhalt,2.2788003650141,-0.20628771454711145,0.11363687981640554,-0.09409395325022249,-0.030198826927665557,rheinland-pfalz sachsen-anhalt
dÃ¼rfte,2.4243953567932137,-0.2682207216396604,0.1562068319644547,-0.15602696034277144,-0.09213183402021445,dÃ¼rfte
sachsen-anhalt dã¼rft,2.4243953567932137,-0.2682207216396604,0.1562068319644547,-0.15602696034277144,-0.09213183402021445,sachsen-anhalt dã¼rft
dã¼rft gaskrise,3.2443710151371916,-0.5595600651059863,0.30881002213772735,-0.44736630380909714,-0.38347117748654025,dã¼rft gaskrise
gaskrise besonders,2.612600293790521,-0.34298457226652995,0.20212667218329056,-0.23079081096964088,-0.16689568464708388,gaskrise besonders
leiden,4.715360887289839,0.09045054519274484,-0.5185443730707014,-0.8212702578566411,1.40034396233439,leiden
besonders leid,2.410510712952942,-0.2624772048851155,0.1524424411977131,-0.15028344358822646,-0.08638831726566962,besonders leid
heiÃŸt,2.324411926342327,-0.22610563788417817,0.1277470149621794,-0.11391187658728914,-0.05001675026473226,heiÃŸt
leid heiãÿ,2.324411926342327,-0.22610563788417817,0.1277470149621794,-0.11391187658728914,-0.05001675026473226,leid heiãÿ
heiãÿ neu,2.2094266681039723,-0.17537162142037985,0.09063639046118414,-0.06317786012349083,0.0007172661990662556,heiãÿ neu
Studie.Â,2.1857755176887417,-0.16460925932432327,0.08233212359490612,-0.052415498027434206,0.011479628295122743,Studie.Â
neu studie.â,2.1857755176887417,-0.16460925932432327,0.08233212359490612,-0.052415498027434206,0.011479628295122743,neu studie.â
studie.â das,2.1565502098210474,-0.15114838559415755,0.07171919687002182,-0.03895462429726868,0.024940502025288358,studie.â das
Struktur,2.1170202684353057,-0.13264813198269937,0.05670696808624183,-0.020454370685810346,0.04344075563674662,Struktur
das struktur,2.1170202684353057,-0.13264813198269937,0.05670696808624183,-0.020454370685810346,0.04344075563674662,das struktur
struktur unternehmen,2.0925448262435906,-0.12101951123548485,0.047008512356231075,-0.008825749938595858,0.055069376383961276,struktur unternehmen
Ort,3.148881775138718,0.20225442602449942,-0.383040216185661,-0.4174922022414282,1.032896022832793,Ort
unternehmen ort,2.0685244956120394,-0.10947411480434018,0.03717163254831617,0.0027196464925488615,0.0666147728151059,unternehmen ort
ort tu,2.059581026911578,-0.10514114286639033,0.03342508400408633,0.007052618430498667,0.07094774475305574,ort tu
Frankfurt/Main.Â,2.053663807889162,-0.10226398707237637,0.030920521420908318,0.009929774224512859,0.07382490054706982,Frankfurt/Main.Â
frankfurt/main.â die,2.0359639801591336,-0.09360797280269043,0.023303432468511864,0.018585788494198535,0.08248091481675558,frankfurt/main.â die
die bundeslã¤nder,2.0322596564538333,-0.09178687098531864,0.021685033713808036,0.020406890311570353,0.08430201663412747,die bundeslã¤nder
bundeslã¤nder deutschland,2.040822765444478,-0.09599160868509475,0.025413365095499074,0.01620215261179423,0.08009727893435127,bundeslã¤nder deutschland
deutschland bekomm,2.053663807889162,-0.10226398707237637,0.030920521420908318,0.009929774224512859,0.07382490054706982,deutschland bekomm
bekomm energiekrise,2.0698710588802234,-0.11012488068593618,0.037731716077818264,0.0020688806109529093,0.06596400693350987,bekomm energiekrise
energiekrise studie,2.099515911797639,-0.12434536570918762,0.04980349380913981,-0.012151604412298693,0.051743521910258376,energiekrise studie
studie zufolge,2.11288910193072,-0.13069481929612373,0.055092278312551646,-0.018501057999234776,0.045394068323322274,studie zufolge
wirtschaftlich,2.3013385750484625,-0.21612950854141638,0.12070396477319473,-0.10393574724452721,-0.04004062092197038,wirtschaftlich
zufolge wirtschaftlich,2.1303753244266366,-0.13893673859422895,0.061866511225507674,-0.026742977297339935,0.03715214902521716,zufolge wirtschaftlich
wirtschaftlich unterschiedlich,2.1719884450770026,-0.15828164785621973,0.07737506978083158,-0.0460878865593307,0.01780723976322634,wirtschaftlich unterschiedlich
spÃ¼ren,2.2927182336726966,-0.21237668098534385,0.11802325847718129,-0.10018291968845468,-0.03628779336589767,spÃ¼ren
stark spã¼ren,2.2927182336726966,-0.21237668098534385,0.11802325847718129,-0.10018291968845468,-0.03628779336589767,stark spã¼ren
teurem,2.6826573425126967,-0.3694464147245288,0.21711206473465988,-0.2572526534276399,-0.1933575271050829,teurem
folge teuer,2.6826573425126967,-0.3694464147245288,0.21711206473465988,-0.2572526534276399,-0.1933575271050829,folge teuer
teuer gas,4.587154511489584,-0.9058984654425403,0.4243624817022231,-0.7937047041456513,-0.7298095778230943,teuer gas
gas treff,2.8321834950382114,-0.42368653292297775,0.24597578471827633,-0.3114927716260889,-0.24759764530353173,gas treff
treff laut,2.5327671645196825,-0.3119510117022946,0.18373526335826332,-0.1997572504054056,-0.13586212408284876,treff laut
Rating-Agentuâ€¦,2.3852334141799987,-0.25193555287711056,0.14543917374262194,-0.13974179158022157,-0.07584666525766458,Rating-Agentuâ€¦
laut rating-agentuâ€¦,2.3852334141799987,-0.25193555287711056,0.14543917374262194,-0.13974179158022157,-0.07584666525766458,laut rating-agentuâ€¦
+2758,2.24294062175773,-0.1904263482431008,0.10199152807502788,-0.0782325869462117,-0.014337460623654673,+2758
rating-agentuâ€¦ +2758,2.24294062175773,-0.1904263482431008,0.10199152807502788,-0.0782325869462117,-0.014337460623654673,rating-agentuâ€¦ +2758
+2758 chars,2.2137781167306447,-0.17733917673022934,0.09213754823997472,-0.06514541543334032,-0.0012502891107833095,+2758 chars
deutschland spar,3.1647706885597953,-0.5347191664443733,0.29822922898531207,-0.42252540514748416,-0.35863027882492743,deutschland spar
spar weniger,3.4578202624526395,-0.6232769743423318,0.3343130989401985,-0.5110832130454428,-0.4471880867228857,spar weniger
gas viele,3.4578202624526395,-0.6232769743423318,0.3343130989401985,-0.5110832130454428,-0.4471880867228857,gas viele
viele eu-staat,2.3852334141799987,-0.25193555287711056,0.14543917374262194,-0.13974179158022157,-0.07584666525766458,viele eu-staat
Zwischen,2.647681576309386,0.2195476182001415,-0.03125404728031542,-0.24412918465354858,-0.18023405833099182,Zwischen
eu-staat zwischen,2.2856170294879306,-0.2092745884249907,0.1157943102451317,-0.09708082712810173,-0.033185700805544775,eu-staat zwischen
zwischen august,2.2325852631178114,-0.18579879055014017,0.09853300395718102,-0.07360502925325109,-0.009709902930693992,zwischen august
august ende,2.6725878543932553,-0.36568580260827355,0.21502003001353615,-0.2534920413113845,-0.18959691498882764,august ende
ende märz,2.657963929200935,-0.3601989552895088,0.21194560884659017,-0.24800519399261958,-0.18411006767006277,ende märz
märz nächster,2.6543467691904623,-0.35883715219671447,0.21117846677333219,-0.24664339089982534,-0.1827482645772682,märz nächster
jahr eu-land,2.4551573729237037,-0.2808294279606979,0.16434672236733575,-0.16863566666380872,-0.10474054034125187,jahr eu-land
eu-land gasverbrauch,3.2443710151371916,-0.5595600651059863,0.30881002213772735,-0.44736630380909714,-0.38347117748654025,eu-land gasverbrauch
freiwillig,2.87487225772944,-0.43864680691288416,0.2535267428078324,-0.32645304561599514,-0.262557919293438,freiwillig
gasverbrauch freiwillig,2.510876482863526,-0.303270454293617,0.17842530579830937,-0.1910766929967279,-0.12718156667417088,gasverbrauch freiwillig
freiwillig prozent,2.629897802942948,-0.3495835529828892,0.20592209235079245,-0.23738979168600013,-0.17349466536344316,freiwillig prozent
senk dabei,2.2052016759631523,-0.17345753348297288,0.08917101694535035,-0.06126377218608394,0.0026313541364729946,senk dabei
bessere,5.097441941276454,0.02863389179513465,0.22045921489866174,-0.8991836382029341,-0.8352885118803771,bessere
dabei gut,2.1280417615790364,-0.13784076183382585,0.060971549770329196,-0.02564700053693669,0.03824812578562034,dabei gut
Figur,2.1108782704429196,-0.12974266854422886,0.05430309856973526,-0.017548907247339898,0.046346219075217,Figur
gut figur,2.1108782704429196,-0.12974266854422886,0.05430309856973526,-0.017548907247339898,0.046346219075217,gut figur
deutschland zahl,2.237676245904965,-0.18807650292909955,0.10023880580353205,-0.07588274163221054,-0.01198761530965356,deutschland zahl
zahl europäisch,2.6045449208920544,-0.33989653121406704,0.2003369650907085,-0.227702769917178,-0.16380764359462108,zahl europäisch
europäisch kommission,2.4551573729237037,-0.2808294279606979,0.16434672236733575,-0.16863566666380872,-0.10474054034125187,europäisch kommission
kommission beim,2.774300858946788,-0.40303733847843354,0.23526884396741865,-0.2908435771815445,-0.2269484508589876,kommission beim
beim gassparen,7.640153451905972,-0.6603347567055966,0.44271581763797113,-1.3038624927526523,-1.2399673664300954,beim gassparen
gassparen zuletzt,2.583218950414485,-0.33167484220278315,0.19552913464365876,-0.2194810809058942,-0.1555859545833372,gassparen zuletzt
langsamer,2.4243953567932137,-0.2682207216396604,0.1562068319644547,-0.15602696034277144,-0.09213183402021445,langsamer
zuletzt langsam,2.4243953567932137,-0.2682207216396604,0.1562068319644547,-0.15602696034277144,-0.09213183402021445,zuletzt langsam
vorangekommen,2.315944876686251,-0.22245632408692767,0.12518452396467927,-0.11026256279003871,-0.04636743646748172,vorangekommen
langsam vorankomm,2.315944876686251,-0.22245632408692767,0.12518452396467927,-0.11026256279003871,-0.04636743646748172,langsam vorankomm
vorankomm eu-staat,2.1821953068433495,-0.16296995732759453,0.08105325543491583,-0.05077619603070565,0.013118930291851362,vorankomm eu-staat
die bundesrepublik,2.1821953068433495,-0.16296995732759453,0.08105325543491583,-0.05077619603070565,0.013118930291851362,die bundesrepublik
bundesrepublik august,2.2927182336726966,-0.21237668098534385,0.11802325847718129,-0.10018291968845468,-0.03628779336589767,bundesrepublik august
august prozent,2.4551573729237037,-0.2808294279606979,0.16434672236733575,-0.16863566666380872,-0.10474054034125187,august prozent
prozent weniger,3.683028705559613,-0.6863739972473142,0.35744699231905075,-0.574180235950425,-0.5102851096278682,prozent weniger
gas ver…,2.8321834950382114,-0.42368653292297775,0.24597578471827633,-0.3114927716260889,-0.24759764530353173,gas ver…
+1508,2.583218950414485,-0.33167484220278315,0.19552913464365876,-0.2194810809058942,-0.1555859545833372,+1508
ver… +1508,2.583218950414485,-0.33167484220278315,0.19552913464365876,-0.2194810809058942,-0.1555859545833372,ver… +1508
+1508 chars,2.4551573729237037,-0.2808294279606979,0.16434672236733575,-0.16863566666380872,-0.10474054034125187,+1508 chars
viele eu-land,2.3852334141799987,-0.25193555287711056,0.14543917374262194,-0.13974179158022157,-0.07584666525766458,viele eu-land
eu-land der,2.2927182336726966,-0.21237668098534385,0.11802325847718129,-0.10018291968845468,-0.03628779336589767,eu-land der
der august,2.265947907301593,-0.20063173925213185,0.10952096265883773,-0.08843797795524287,-0.02454285163268586,der august
sah,2.9349381185142636,0.46537811138330254,-0.17886347226406626,-0.3471311735242019,-0.28323604720164497,sah
august seh,2.2276583147134024,-0.1835895164051632,0.09687194615186145,-0.07139575510827427,-0.007500628785717162,august seh
seh gut,2.1894513080376132,-0.1662895339066998,0.08363909089572527,-0.05409577260981073,0.00979935371274623,seh gut
gut september,2.1857755176887417,-0.16460925932432327,0.08233212359490612,-0.052415498027434206,0.011479628295122743,gut september
brachte,2.2276583147134024,-0.1835895164051632,0.09687194615186145,-0.07139575510827427,-0.007500628785717162,brachte
september bring,2.2276583147134024,-0.1835895164051632,0.09687194615186145,-0.07139575510827427,-0.007500628785717162,september bring
Wende,2.300124460961426,-0.21560180067732612,0.12032805530616626,-0.10340803938043708,-0.03951291305788016,Wende
bring wende,2.300124460961426,-0.21560180067732612,0.12032805530616626,-0.10340803938043708,-0.03951291305788016,bring wende
wende deutschland,2.333290476809625,-0.22991805888175046,0.13040711297611607,-0.11772429758486133,-0.05382917126230449,wende deutschland
deutschland steh,2.556760385252898,-0.321379548336666,0.18941944846404168,-0.20918578703977703,-0.14529066071722002,deutschland steh
steh beim,2.774300858946788,-0.40303733847843354,0.23526884396741865,-0.2908435771815445,-0.2269484508589876,steh beim
EU-Nachbarn,2.3524250006861105,-0.23808527702797924,0.1360482610522107,-0.12589151573108998,-0.061996389408533144,EU-Nachbarn
gassparen eu-nachbar,2.3524250006861105,-0.23808527702797924,0.1360482610522107,-0.12589151573108998,-0.061996389408533144,gassparen eu-nachbar
eu-nachbar zurück,2.2598797127851147,-0.19795015318117204,0.10755542350227824,-0.08575639188428302,-0.021861265561726052,eu-nachbar zurück
staat verbrauch,2.1821953068433495,-0.16296995732759453,0.08105325543491583,-0.05077619603070565,0.013118930291851362,staat verbrauch
verbrauch allerdings,2.222886736000039,-0.181445248461684,0.09525359910370072,-0.06925148716479498,-0.005356360842237926,verbrauch allerdings
allerdings sogar,2.2856170294879306,-0.2092745884249907,0.1157943102451317,-0.09708082712810173,-0.033185700805544775,allerdings sogar
sogar steig,2.333290476809625,-0.22991805888175046,0.13040711297611607,-0.11772429758486133,-0.05382917126230449,sogar steig
angesichts gasknappheit,3.2443710151371916,-0.5595600651059863,0.30881002213772735,-0.44736630380909714,-0.38347117748654025,angesichts gasknappheit
gasknappheit hoch,2.3852334141799987,-0.25193555287711056,0.14543917374262194,-0.13974179158022157,-0.07584666525766458,gasknappheit hoch
preis eu-land,2.2325852631178114,-0.18579879055014017,0.09853300395718102,-0.07360502925325109,-0.009709902930693992,preis eu-land
eu-land juli,2.315944876686251,-0.22245632408692767,0.12518452396467927,-0.11026256279003871,-0.04636743646748172,eu-land juli
juli darauf,2.362763746289393,-0.24247057854045737,0.1390452894350499,-0.13027681724356835,-0.06638169092101147,juli darauf
darauf einig,2.4551573729237037,-0.2808294279606979,0.16434672236733575,-0.16863566666380872,-0.10474054034125187,darauf einig
einig gasverbrauch,3.2443710151371916,-0.5595600651059863,0.30881002213772735,-0.44736630380909714,-0.38347117748654025,einig gasverbrauch
gasverbrauch august,2.3736810710735985,-0.24708051047855564,0.1421721093248498,-0.1348867491816667,-0.07099162285910968,gasverbrauch august
jahr freiwillig,2.1625081303685403,-0.15390728526963818,0.07391527725226535,-0.04171352397274911,0.0221816023498077,jahr freiwillig
senken…,2.097730734078394,-0.12349472338220219,0.04909025807930922,-0.011300962085313,0.05259416423724381,senken…
prozent senken…,2.097730734078394,-0.12349472338220219,0.04909025807930922,-0.011300962085313,0.05259416423724381,prozent senken…
+752,2.0828726607704566,-0.11638659354357501,0.04308642608723701,-0.004192832246686038,0.05970229407587079,+752
senken… +752,2.0828726607704566,-0.11638659354357501,0.04308642608723701,-0.004192832246686038,0.05970229407587079,senken… +752
+752 chars,2.0754457364553494,-0.11281450910808548,0.04003937842147731,-0.0006207478111965008,0.06327437851136039,+752 chars
Energienetze,2.312499109822109,0.5545458633085321,-0.38996610959001515,-0.1087736099105025,-0.044878483587945564,Energienetze
ukrainisch energienetz,2.312499109822109,0.5545458633085321,-0.38996610959001515,-0.1087736099105025,-0.044878483587945564,ukrainisch energienetz
energienetz dies,2.420482708255132,0.6105045919465026,-0.4356042906264189,-0.1544117909469063,-0.09051666462434933,energienetz dies
schwierigste,2.6252045080710524,0.6974949854786935,-0.5167961049729572,-0.2356036052934446,-0.1717084789708876,schwierigste
dies schwierig,2.6252045080710524,0.6974949854786935,-0.5167961049729572,-0.2356036052934446,-0.1717084789708876,dies schwierig
schwierig winter,3.4055284283143537,0.9010135578288428,-0.77703742355702,-0.4958449238775075,-0.4319497975549504,schwierig winter
winter seit,2.810845758366939,0.7605232802805573,-0.5851227238124536,-0.3039302241329409,-0.24003509781038376,winter seit
Unabhängigkeit,2.564429509404745,0.673873355688418,-0.4933733445251929,-0.21218084484568034,-0.14828571852312344,Unabhängigkeit
seit unabhängigkeit,2.564429509404745,0.673873355688418,-0.4933733445251929,-0.21218084484568034,-0.14828571852312344,seit unabhängigkeit
unabhängigkeit russland,2.377352353719545,0.5891338896253986,-0.4176247161515235,-0.13643221647201106,-0.07253709014945395,unabhängigkeit russland
systematisch,2.2825951740673784,0.5375001332884746,-0.3769503340364093,-0.09575783435689657,-0.0318627080343395,systematisch
greif systematisch,2.2825951740673784,0.5375001332884746,-0.3769503340364093,-0.09575783435689657,-0.0318627080343395,greif systematisch
systematisch energie-infrastruktur,2.2194824005190035,0.49896272554956433,-0.34891131990788954,-0.06771882022837687,-0.003823693905819903,systematisch energie-infrastruktur
energie-infrastruktur ukraine,2.1570595030134045,0.45697160738426507,-0.3203832571592563,-0.03919075747974372,0.02470436884281324,energie-infrastruktur ukraine
die stromversorgung,2.1297515614633786,0.4372266632977712,-0.30764263923543167,-0.026450139555919034,0.037444986766637926,die stromversorgung
stromversorgung gefahr,2.0991651093392663,0.41400794114478634,-0.2931770028248072,-0.011984503145294577,0.05191062317726236,stromversorgung gefahr
Herman,2.07445201957997,0.3943300095445807,-0.2813343359835873,-0.0001418363040746563,0.06375329001848243,Herman
energieminister herman,2.07445201957997,0.3943300095445807,-0.2813343359835873,-0.0001418363040746563,0.06375329001848243,energieminister herman
Haluschtschenko,2.0682495359252204,0.3892549249899272,-0.27833991883515835,0.002852580844354481,0.06674770716691118,Haluschtschenko
herman haluschtschenko,2.0682495359252204,0.3892549249899272,-0.27833991883515835,0.002852580844354481,0.06674770716691118,herman haluschtschenko
haluschtschenko sprech,2.0554081602041223,0.378566445255556,-0.2721117504578662,0.009080749221646447,0.07297587554420344,haluschtschenko sprech
sprech schaden,2.043457587591543,0.36839317284346823,-0.2662805731466499,0.014911926532862703,0.07880705285541982,sprech schaden
schaden sag,2.034684031837427,0.36078094822862056,-0.261977844056485,0.019214655623027627,0.08310978194558459,schaden sag
sag dagegen,2.0289173956880804,0.35570970395401735,-0.25913965230800357,0.022052847371509202,0.08594797369406602,sag dagegen
dagegen tu,2.0229956973062473,0.3504448697925219,-0.256216735423115,0.02497576425639759,0.08887089057895463,dagegen tu
Wird,3.127169557799553,-0.5227668665430901,0.13464826813033515,0.3129809929689022,-0.3466779789236443,Wird
gaspreis werd,2.556760385252898,-0.321379548336666,0.18941944846404168,-0.20918578703977703,-0.14529066071722002,gaspreis werd
iberische,2.3852334141799987,-0.25193555287711056,0.14543917374262194,-0.13974179158022157,-0.07584666525766458,iberische
werd iberisch,2.3852334141799987,-0.25193555287711056,0.14543917374262194,-0.13974179158022157,-0.07584666525766458,werd iberisch
Ausnahme,3.1101719727791743,-0.5173165871207099,0.2905892975390071,-0.4051228258238207,-0.3412276995012638,Ausnahme
iberisch ausnahme,2.2927182336726966,-0.21237668098534385,0.11802325847718129,-0.10018291968845468,-0.03628779336589767,iberisch ausnahme
ausnahme bald,2.2325852631178114,-0.18579879055014017,0.09853300395718102,-0.07360502925325109,-0.009709902930693992,ausnahme bald
Regel,2.1932270286958264,-0.16801255407940094,0.08497526134109015,-0.05581879278251188,0.008076333540045158,Regel
bald regel,2.1932270286958264,-0.16801255407940094,0.08497526134109015,-0.05581879278251188,0.008076333540045158,bald regel
premium,3.162408810965005,-0.5339725849052613,0.29790537950860796,-0.42177882360837227,-0.3578836972858153,premium
premium spanien,2.1401899062685987,-0.14353313208831037,0.06560055196927474,-0.03133937079142134,0.03255575553113568,premium spanien
bremst,4.35950173000802,-0.8549963344668061,0.41049822406932385,-0.7428025731699169,-0.67890744684736,bremst
spanien brems,2.4956604584528894,-0.29719197272481107,0.17466248867084952,-0.18499821142792205,-0.12110308510536513,spanien brems
brems preisdeckel,2.5975111424736874,-0.33719229941836404,0.19876250710176668,-0.22499853812147494,-0.16110341179891804,brems preisdeckel
preisdeckel stromerzeugung,2.8652591651694386,-0.43529737086726755,0.25185089602341676,-0.3231036095703785,-0.2592084832478215,preisdeckel stromerzeugung
verwendete,3.5195146703584235,-0.6409616681097251,0.2470938563281621,0.040681223203586234,-0.4648727804902792,verwendete
stromerzeugung verwenden,3.289842724764703,-0.5734783253565583,0.3145771990813291,-0.4612845640596693,-0.39738943773711227,stromerzeugung verwenden
verwenden gas,4.587154511489584,-0.9058984654425403,0.4243624817022231,-0.7937047041456513,-0.7298095778230943,verwenden gas
gas strompreis,4.658432095036914,-0.9213174969743959,0.14976685097590553,0.5789072575664129,-0.7452286093549501,gas strompreis
Modell,4.026844741387484,-0.7756216924600342,0.38698519158287314,-0.663427931163145,-0.599532804840588,Modell
das modell,2.9017225299166944,-0.4479431022367609,0.2581342197231046,-0.33574934093987185,-0.2718542146173148,das modell
Nachteile,3.985011982587294,-0.7651788849052545,0.09916512160510342,0.05151183738499203,0.6051386577356547,Nachteile
modell nachteil,2.6826573425126967,-0.3694464147245288,0.21711206473465988,-0.2572526534276399,-0.1933575271050829,modell nachteil
nachteil dennoch,2.5903673437604495,-0.33443826296685464,0.19715210740530037,-0.22224450166996562,-0.15834937534740856,nachteil dennoch
Vorbild,2.4679262687555616,-0.28601679644524086,0.16764695974416058,-0.17382303514835185,-0.10992790882579485,Vorbild
