index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://de.euronews.com/2022/04/19/industrie-in-der-klemme-glas-nicht-ohne-russisches-gas,https://de.euronews.com/2022/04/19/industrie-in-der-klemme-glas-nicht-ohne-russisches-gas,0,de.euronews.com,Industrie in der Klemme: Glas nicht ohne (russisches) Gas | Euronews,"Die Glasindustrie braucht große Energiemengen, die oft aus der Verfeuerung von Erdgas stammen. Sollte russisches Gas abgedreht werden, drohen verhängnisnisvolle Folgen.",https://static.euronews.com/articles/stories/06/62/85/72/1000x563_cmsv2_44cc3419-1361-59b7-a422-123ceaeb8bc6-6628572.jpg,2022-04-19 12:03:33,https://web.archive.org/web/20220419100814/https://de.euronews.com/2022/04/19/industrie-in-der-klemme-glas-nicht-ohne-russisches-gas,,,de,'Gas'
https://de.euronews.com/my-europe/2022/04/29/polen-und-bulgarien-konnen-bis-zum-nachsten-winter-ohne-russisches-gas-auskommen,https://de.euronews.com/my-europe/2022/04/29/polen-und-bulgarien-konnen-bis-zum-nachsten-winter-ohne-russisches-gas-auskommen,0,de.euronews.com,Polen und Bulgarien können bis zum nächsten Winter ohne russisches Gas auskommen | Euronews,"Die Entscheidung von Gazprom, den Gashahn abzudrehen, wird vorerst nicht die Verbraucher treffen, sondern die Industrie in Polen und Bulgarien. #EuropeDecoded",https://static.euronews.com/articles/stories/06/66/15/06/1000x563_cmsv2_693a87dc-3f51-5066-bd4d-51d6d600c3fa-6661506.jpg,2022-04-29 14:36:47,https://web.archive.org/web/20220429143502/http://de.euronews.com/my-europe/2022/04/29/polen-und-bulgarien-konnen-bis-zum-nachsten-winter-ohne-russisches-gas-auskommen,,,de,'Gas'
