index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.zeit.de/news/2025-12/01/mildes-wetter-zum-meteorologischen-winteranfang,https://www.zeit.de/news/2025-12/01/mildes-wetter-zum-meteorologischen-winteranfang,0,www.zeit.de,Wetter: Mildes Wetter zum meteorologischen Winteranfang,Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Mildes Wetter zum meteorologischen Winteranfang“.,https://img.zeit.de/news/2025-12/01/mildes-wetter-zum-meteorologischen-winteranfang-image-group/wide__1300x731,2025-12-01T03:57:24Z,,"Am 1. Dezember beginnt für Meteorologen der Winter - der zeigt sich zum Wochenbeginn aber erstmal eher von seiner milden Seite. Im Süden und Südosten werde vereinzelt trübes Wetter erwartet, ansonste… [+645 chars]",,de,'Winter'
https://www.welt.de/reise/article6920542eb524e0ce7f1c3d0e/winter-outdoor-im-norden-von-finnland-auf-dicken-reifen-durch-dicken-schnee-mit-dem-fatbike-am-polarkreis.html,https://www.welt.de/reise/article6920542eb524e0ce7f1c3d0e/winter-outdoor-im-norden-von-finnland-auf-dicken-reifen-durch-dicken-schnee-mit-dem-fatbike-am-polarkreis.html,0,www.welt.de,Tower AB+Auf dicken Reifen durch dicken Schnee – mit dem Fatbike am Polarkreis,Jetzt wird geradelt statt gewedelt: Fatbiking als Wintersport ist eine spannende Alternative zum klassischen Skiurlaub. Unser Autor machte den Test in der finnischen Taiga auf grobem Profil – bei klirrender Kälte.,https://images.welt.de/6920542eb524e0ce7f1c3d0e/0f982450275cbfd298299cc913ee9107/ci16x9-w1200/ruka-kuusamo-winterbiking-rukasafaris-jan22-harritarvainen00028-jpg,2025-12-01T08:50:26Z,,Jetzt wird geradelt statt gewedelt: Fatbiking als Wintersport ist eine spannende Alternative zum klassischen Skiurlaub. Unser Autor machte den Test in der finnischen Taiga auf grobem Profil bei klirr… [+9281 chars],,de,'Kälte'
https://taz.de/Schiller-auf-dem-Klo/!6133775/,https://taz.de/Schiller-auf-dem-Klo/!6133775/,0,taz.de,Schiller auf dem Klo: Sturm und Drang gegen Dunkelheit und Kälte,"Wenn man sich darauf einlässt, ist Berlin noch für eine künstlerische Überraschung gut. Nach drei Stunden Theater schmerzen die Glieder aber doch etwas.",https://taz.de/picture/8094730/1200/image00006.jpeg,2025-12-01T12:59:00Z,,"Wenn man sich darauf einlässt, ist Berlin noch für eine künstlerische Überraschung gut. Nach drei Stunden Theater schmerzen die Glieder aber doch etwas. mehr...",,de,'Kälte'
https://www.faz.net/aktuell/stil/faberge-ei-fuer-26-millionen-euro-versteigert-accg-200319015.html,https://www.faz.net/aktuell/stil/faberge-ei-fuer-26-millionen-euro-versteigert-accg-200319015.html,0,www.faz.net,Rekordpreis: Fabergé-Ei für 26 Millionen Euro versteigert,Die berühmten Werke des Juweliers Carl Fabergé wurden einst für den russischen Zaren gefertigt. Nun kam das sogenannte Winter-Ei in London unter den Hammer.,https://media0.faz.net/image/w1200h627/8a008b5d6911/w4032h2106x0y475o/202511/43601.0.1526792205/das-winter-ei-von-carl-faberg.webp,2025-12-02T19:38:26Z,,Es ist eine fein gearbeitete Kreation aus Kristall und Diamanten und gilt als eines der schönsten Werke des Juweliers Carl Fabergé: Das sogenannte Winter-Ei ist am Dienstagabend in London zum Rekordp… [+2100 chars],,de,'Winter'
https://www.zeit.de/news/2025-12/03/kalte-kirchen-gemeinden-setzen-auf-decken-und-heizkissen,https://www.zeit.de/news/2025-12/03/kalte-kirchen-gemeinden-setzen-auf-decken-und-heizkissen,0,www.zeit.de,Gottesdienstbesuch im Winter: Kalte Kirchen – Gemeinden setzen auf Decken und Heizkissen,Hier finden Sie Informationen zu dem Thema „Gottesdienstbesuch im Winter“. Lesen Sie jetzt „Kalte Kirchen – Gemeinden setzen auf Decken und Heizkissen“.,https://img.zeit.de/news/2025-12/03/kalte-kirchen-gemeinden-setzen-auf-decken-und-heizkissen-image-group/wide__1300x731,2025-12-03T03:00:08Z,,"In vielen Kirchen stellt sich auch in diesem Winter die bange Frage: Wie warm wird es diesmal im Gottesdienst oder bleibt die Kirche sogar ganz geschlossen? Zwischen Energiekrise, Denkmalschutz und k… [+4680 chars]",,de,'Winter'
https://fm4.orf.at/stories/3051132/,https://fm4.orf.at/stories/3051132/,0,fm4.orf.at,Winter is coming! Im cozy Game „ILA: A Frosty Glide“,"Gemütliche Winter Vibes, Hexerei und Skateboard-Action? Willkommen in der Welt von „ILA: A Frosty Glide“.",https://tubestatic.orf.at/static/images/site/tube/20251249/ila.6036764.jpg,2025-12-04T05:00:00Z,,"Gemütliche Winter Vibes, Hexerei und Skateboard-Action? Willkommen in der Welt von ILA: A Frosty Glide.
von Michaela Pichler
Die grüne Hexe Elphaba in Oz ist nicht die Einzige, die momentan der Sch… [+2177 chars]",,de,'Winter'
https://ooe.orf.at/stories/3332686/,https://ooe.orf.at/stories/3332686/,0,ooe.orf.at,Sinn des Vogelfütterns im Winter,"Obwohl in großen Teilen Oberösterreichs noch kein Schnee liegt: Viele Menschen füttern bereits die Vögel. Ob Eingriff in die Natur oder notwendig für das Überleben – da gehen die Meinungen auseinander. Das Nahrungsangebot für Amsel, Meise oder Spatz ist in ma…",https://ibs.orf.at/ooe?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2025%2F49%2F36%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F2855843_master_1102836_251203_ooeh_sinn_und_unsinn_des_vogelfuetterns_00_00_43_22.jpg%3Fs%3Dae72e09e0106ec0bb708025d4d107b913dca5124,2025-12-04T05:07:08Z,,"Wenn Insekten oder Kleinlebewesen wie Schnecken um diese Jahreszeit nicht mehr zu finden sind, kommen viele Naturliebhaber ins Spiel: Futterhäuschen und Säulen werden aufgehängt, um den Vögeln bei de… [+1834 chars]",,de,'Schnee'
https://t3n.de/news/heizkosten-senken-heizkurve-einstellen-1661085/,https://t3n.de/news/heizkosten-senken-heizkurve-einstellen-1661085/,0,t3n.de,Heizkurve richtig einstellen: Bis zu 15 Prozent Heizkosten sparen,"Schon mit einfachen Eingriffen in das Heizsystem ließe sich viel Energie sparen, etwa mit der richtigen Heizkurve. Doch nicht alle Hersteller erlauben das. Ein Teil unserer teuer bezahlten Heizwärme fließt regelmäßig ungenutzt durch die Heizungsrohre. „Häufig…",https://cdn.t3n.de/news/wp-content/uploads/2024/12/shutterstock_2518184145.jpg?class=content,2025-12-04T08:05:00Z,,"Ein Teil unserer teuer bezahlten Heizwärme fließt regelmäßig ungenutzt durch die Heizungsrohre. Häufig sind Heizungen total überhöht eingestellt, aber die Kunden merken es nicht, weil es ausreichend … [+7629 chars]",,de,'Heizkosten'
https://www.morgenpost.de/ratgeber-wissen/article410618552/durst-macht-dick-wie-wassermangel-den-koerper-zur-fettspeicherung-antreibt.html,https://www.morgenpost.de/ratgeber-wissen/article410618552/durst-macht-dick-wie-wassermangel-den-koerper-zur-fettspeicherung-antreibt.html,0,www.morgenpost.de,Durst macht dick: Wie Wassermangel den Körper zur Fettspeicherung antreibt,Tiere gewinnen Wasser aus Fett während des Winterschlafs. Dieser Mechanismus könnte uns Menschen gar nicht so fremd sein – und überflüssige Kilos erklären.,https://img.sparknews.funkemedien.de/410618556/410618556_1764809505_v16_9_1600.jpeg,2025-12-04T08:32:37Z,,"Wie wäre es, wenn der Körper nicht nur Fett speichern würde, um Energie zu liefern, sondern auch, um unseren Flüssigkeitshaushalt in Zeiten von Wassermangel zu sichern? Genau das könnte tatsächlich d… [+2634 chars]",,de,'Winter'
https://www.faz.net/aktuell/politik/ukraine/ukraine-liveticker-deutschland-gibt-weitere-100-millionen-fuer-zerstoerte-energieinfrastruktur-faz-110683325.html,https://www.faz.net/aktuell/politik/ukraine/ukraine-liveticker-deutschland-gibt-weitere-100-millionen-fuer-zerstoerte-energieinfrastruktur-faz-110683325.html,0,www.faz.net,Krieg in der Ukraine: Deutschland gibt weitere 100 Millionen für zerstörte Energieinfrastruktur,Ukrainische Delegation führt Gespräche in Miami fort +++ Macron wirbt bei Xi für Feuerpause +++ Kretschmer kritisiert Gas-Entscheidung der EU +++ alle Neuigkeiten im Liveblog,https://media0.faz.net/image/w1200h627/0ea086495d96/w3000h1567x0y99o/202512/43601.0.1542657604/wirtschaftsministerin.webp,2025-12-04T09:02:55Z,,Die Bundesregierung stellt der Ukraine weitere 100 Millionen Euro für die Reparatur der im Krieg zerstörten Energieinfrastruktur zur Verfügung. Diese Mittel sind zusätzlich zu den in diesem Jahr bere… [+659 chars],,de,'Winter'
